RECTYPE,LEA,ESTAB,SCHNAME,URN,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_95,PTL2BASICS_95,PTEBACC_94,PTL2BASICS_94,PT5EM_94
1,211,6389,Darul Hadis Latifiah,131745,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4505,George Green's School,100974,0,VC,156,45,0.24,0.03,0.45,37%,21%,40%,22%,56%,51%
1,211,4105,Langdon Park Community School,100966,0,CY,161,44.4,-0.08,-0.28,0.12,24%,15%,42%,19%,65%,64%
1,211,4297,Swanlea School,100973,0,CY,196,47.6,0.43,0.24,0.61,41%,26%,44%,29%,65%,64%
1,211,6385,River House Montessori School,100303,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,8066,New City College,130418,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,6398,Ebrahim Academy,136129,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,5400,Raine's Foundation School,100979,0,VA,93,39.6,-0.45,-0.71,-0.2,44%,22%,28%,25%,53%,52%
1,211,4277,St Paul's Way Trust School,143379,0,ACC,228,48.5,0.61,0.45,0.78,71%,32%,45%,38%,67%,63%
2,211,7168,Beatrice Tate School,100989,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,211,7095,Phoenix School,100987,0,CYS,15,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,211,4296,Oaklands School,100972,0,CY,112,50.1,0.74,0.51,0.98,34%,21%,46%,26%,72%,70%
1,211,4284,Green Spring Academy Shoreditch,137789,0,ACC,176,48.5,0.34,0.14,0.54,78%,28%,44%,36%,69%,67%
2,211,7171,Ian Mikardo School,131598,0,CYS,7,1,-3.29,-4.21,-2.37,0%,0%,0%,0%,0%,0%
1,211,6391,Mazahirul Uloom London School,133307,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4298,Bishop Challoner Catholic Federations of Boys School,133289,0,VA,110,45.2,-0.3,-0.54,-0.06,17%,11%,49%,11%,65%,60%
1,211,6007,Al Ashraaf Secondary School,138980,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,211, , , , , ,2623,47,0.26,0.21,0.31,51.70%,26.80%,44.00%,31.20%,64.70%,62.50%
1,211,4024,Bow School,100965,0,CY,91,42.9,-0.07,-0.35,0.2,56%,24%,26%,36%,57%,53%
1,211,4001,London Enterprise Academy,141133,0,F, , , , , , , , , , , 
1,211,4005,Mulberry UTC,144756,0,UTC, , , , , , , , , , , 
1,211,4722,Sir John Cass Foundation and Redcoat Church of England Secondary School,100977,0,VA,195,49.8,0.25,0.08,0.43,71%,40%,48%,49%,72%,69%
1,211,6390,London Islamic School,132797,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,6394,London East Academy,134810,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,211,7084,Bowden House School,100986,0,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,211,6383,Madani Secondary Girls' School,100982,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,6387,Jamiatul Ummah School,131388,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4507,Central Foundation Girls' School,100975,0,VA,239,53.7,0.83,0.67,0.99,43%,28%,47%,31%,64%,64%
1,211,6006,The Complete Works Independent School,139601,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4003,Canary Wharf College 3,142879,0,F, , , , , , , , , , , 
1,211,4726,Bishop Challoner Catholic Federations of Girls School,100978,0,VA,128,50.2,0.36,0.14,0.59,35%,21%,49%,24%,71%,68%
2,212,6041,The Priory Lodge School,136110,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,212,4734,Saint Cecilia's Church of England School,141808,0,ACC,142,53.7,0.19,-0.02,0.4,56%,36%,56%,39%,80%,78%
1,212,4297,Ernest Bevin College,101053,0,CY,170,45.1,-0.04,-0.24,0.15,54%,25%,39%,32%,62%,61%
1,212,5405,Southfields Academy,138682,0,ACC,117,44.6,0.43,0.18,0.68,22%,9%,32%,13%,62%,59%
1,212,4000,Ark Bolingbroke Academy,138267,0,F,117,50.4,0.05,-0.18,0.28,56%,38%,60%,41%,81%,74%
1,212,6390,Hall School Wimbledon,101086,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,212,6403,Thames Christian College,132237,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,212,5401,Burntwood School,139842,0,ACC,272,46.5,-0.06,-0.22,0.09,94%,36%,46%,39%,63%,58%
2,212,7077,Bradstow School,101095,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,212,6408,Centre Academy London,101175,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,212,6310,Putney High School,101072,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,212,5400,Graveney School,137005,0,ACC,246,57.4,0.31,0.15,0.47,65%,46%,68%,48%,86%,81%
1,212,6292,Emanuel School,101071,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,212,7183,Paddock School,101102,0,CYS,6,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,212,6040,Ibstock Place School,101064,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,212, , , , , ,1713,49,0.19,0.13,0.25,61.60%,33.70%,49.90%,37.30%,69.90%,67.30%
2,212,7207,Garratt Park School,101103,0,CYS,28,1.7,-1.7,-2.17,-1.23,0%,0%,0%,0%,0%,0%
1,212,4008,Saint John Bosco College,135762,0,VA,76,43.8,0.01,-0.33,0.34,41%,13%,26%,20%,47%,46%
1,212,6905,Ashcroft Technology Academy,135316,0,AC,199,56.9,0.8,0.62,0.97,92%,57%,67%,62%,86%,84%
1,212,4001,Harris Academy Battersea,140985,0,AC,109,59.7,1.49,1.22,1.76,82%,48%,64%,54%,83%,83%
2,212,7067,Linden Lodge School,101093,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,212,7000,Nightingale Community Academy,143175,0,ACS,8,9.2,-2.3,-3.16,-1.44,0%,0%,0%,0%,0%,0%
1,212,4328,Chestnut Grove School,136883,0,ACC,148,47.7,-0.08,-0.29,0.13,35%,20%,46%,22%,65%,64%
2,212,7068,Oak Lodge School,101094,0,CYS,16,1.5,-1.39,-2.03,-0.74,0%,0%,0%,0%,0%,0%
1,212,5402,Ark Putney Academy,138681,0,ACC,47,46.4,0.35,-0.05,0.75,43%,17%,34%,26%,70%,70%
1,212,6396,Al-Risalah,101090,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,6037,Francis Holland School,101158,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,4004,Harris Academy St John's Wood,145126,0,AC, , , , , , , , , , , 
1,213,4673,The St Marylebone CofE School,137353,0,ACC,151,60.7,0.56,0.35,0.76,55%,39%,64%,45%,85%,85%
1,213,6046,Francis Holland School,101161,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,4003,Sir Simon Milton Westminster University Technical College,144819,0,UTC, , , , , , , , , , , 
1,213,6384,Bales College,101181,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,6389,Kensington Park School,100536,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,6386,Portland Place School,100541,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,4687,Westminster City School,138312,0,ACC,124,48.1,-0.01,-0.24,0.22,25%,11%,47%,13%,59%,57%
4,213, , , , , ,1544,52.3,0.47,0.4,0.53,46.20%,29.80%,55.00%,33.40%,74.20%,72.30%
1,213,4295,Quintin Kynaston,137646,1,ACC,198,45,-0.01,-0.18,0.17,24%,12%,42%,14%,62%,59%
1,213,4809,St George's Catholic School,139369,0,ACC,142,52.5,0.36,0.15,0.57,23%,21%,56%,21%,77%,73%
1,213,6319,The Sylvia Young Theatre School,101172,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,6005,David Game College,100544,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,4723,St Augustine's CofE High School,101154,0,VA,151,50.8,0.66,0.46,0.86,54%,26%,54%,30%,75%,72%
1,213,6905,Paddington Academy,130912,0,AC,184,52.3,0.76,0.57,0.94,29%,24%,63%,25%,79%,78%
1,213,6906,Westminster Academy,131262,0,AC,172,52.9,0.8,0.58,1.02,50%,31%,55%,33%,76%,74%
1,213,6003,Southbank International School Westminster,143530,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,4628,The Grey Coat Hospital,138313,0,ACC,152,63.6,0.73,0.53,0.93,80%,61%,72%,68%,89%,87%
1,213,4000,Marylebone Boys' School,140884,0,F, , , , , , , , , , , 
1,213,6908,Pimlico Academy,135676,0,AC,199,50.1,0.3,0.13,0.48,63%,36%,48%,45%,73%,72%
1,213,6036,Queen's College London,101157,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,6907,Ark King Solomon Academy,135242,0,AC,59,54.2,0.94,0.62,1.26,85%,53%,61%,56%,73%,71%
2,213,7042,College Park School,101182,0,CYS,13,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,213,6047,Westminster School,101162,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,213,6327,Fairley House School,101173,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,213,7184,Queen Elizabeth II Jubilee School,101184,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,301,4004,The Warren School,141178,0,AC,185,45.7,0.14,-0.06,0.34,23%,14%,44%,14%,62%,60%
1,301,4005,Elutec,140945,0,UTC,47,28.5,-1.1,-1.47,-0.73,0%,0%,11%,0%,40%,19%
2,301,7005,Trinity School,131102,0,CYS,17,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,301,4003,Goresbrook School,140962,0,F, , , , , , , , , , , 
1,301,4021,"Barking Abbey School, A Specialist Sports and Humanities College",101241,0,CY,272,50.1,0.27,0.12,0.42,20%,12%,49%,14%,74%,72%
1,301,4704,Dagenham Park CofE School,136028,0,VC,208,42.6,0.15,-0.05,0.35,24%,16%,34%,17%,49%,48%
1,301,4028,The Sydney Russell School,141683,0,ACC,263,46.9,0.28,0.13,0.43,75%,35%,39%,47%,58%,58%
4,301, , , , , ,2187,46.2,0.21,0.16,0.26,31.90%,18.70%,42.50%,22.30%,62.90%,60.60%
1,301,6003,Lady Aisha Academy,136746,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,301,6002,Hopewell School (Harmony House),134388,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,301,4023,Eastbrook School,101243,0,CY,137,40.7,-0.11,-0.37,0.15,24%,13%,37%,15%,53%,52%
1,301,4703,All Saints Catholic School and Technology College,101247,0,VA,179,52.7,0.45,0.26,0.63,17%,11%,58%,12%,78%,75%
1,301,4006,Greatfields School,142908,0,F, , , , , , , , , , , 
1,301,4029,Jo Richardson Community School,133561,0,CY,216,46.3,0.46,0.29,0.62,13%,9%,34%,10%,57%,57%
1,301,4001,Riverside School,139791,0,F,111,52.5,0.66,0.42,0.9,78%,49%,51%,62%,71%,70%
1,301,4027,Robert Clack School,101245,0,CY,267,47.2,0.11,-0.04,0.26,49%,32%,43%,38%,67%,66%
1,301,4024,Eastbury Community School,101244,0,CY,285,44.8,0.1,-0.05,0.25,16%,9%,47%,10%,66%,61%
1,302,4010,The Totteridge Academy,144502,0,AC, , , , , , , , , , , 
1,302,5407,St James' Catholic High School,101364,0,VA,178,50.1,0.2,0.01,0.39,51%,25%,44%,31%,76%,74%
1,302,6007,Beis Medrash Elyon,140492,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6110,Tiferes High School,131403,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6092,Beth Jacob Grammar School for Girls,101388,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6086,North London Grammar School,134764,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4009,The Totteridge Academy,137374,1,ACC,99,45.7,0.32,0.03,0.6,53%,22%,49%,26%,66%,64%
1,302,6014,Mount House School,101374,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,302,7000,Oak Lodge School,101394,0,CYS,25,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,302,7010,Mapledown School,101397,0,CYS,11,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,302,6101,Brampton College,101393,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4004,Menorah High School for Girls,142627,0,VA,35,67.4,1.26,0.84,1.69,77%,74%,86%,74%,100%,91%
1,302,6015,Unity Girls High School,137784,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4212,East Barnet School,136658,0,ACC,208,49.1,-0.12,-0.29,0.06,81%,33%,48%,37%,71%,64%
1,302,5402,Mill Hill County High School,137386,0,ACC,245,56.8,0.42,0.25,0.58,83%,56%,66%,62%,87%,83%
1,302,5409,Hasmonean High School,137539,0,ACC,150,63.2,0.85,0.64,1.06,62%,53%,72%,57%,85%,83%
2,302,6085,Kisharon School,101386,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4211,Christ's College Finchley,137388,0,ACC,144,49.2,0.2,-0.01,0.41,43%,26%,60%,26%,76%,72%
1,302,5427,JCoSS,135747,0,VA,189,54.5,0.3,0.11,0.5,46%,24%,51%,25%,71%,67%
1,302,4752,The Henrietta Barnett School,138051,0,ACC,93,83.9,1.09,0.81,1.37,51%,51%,99%,51%,99%,99%
1,302,6089,Menorah Grammar School,101387,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,302, , , , , ,3538,54.5,0.47,0.43,0.52,56.90%,38.90%,59.90%,41.80%,77.60%,74.50%
1,302,6111,Susi Earnshaw Theatre School,131830,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6906,Wren Academy,135507,0,AC,177,59.2,0.93,0.75,1.12,55%,43%,77%,44%,90%,86%
1,302,4215,The Compton School,136418,0,ACC,202,55.7,0.79,0.61,0.96,45%,35%,63%,39%,84%,82%
1,302,5405,Finchley Catholic High School,101362,0,VA,147,53.9,0.14,-0.06,0.34,56%,43%,63%,47%,89%,86%
1,302,5404,St Michael's Catholic Grammar School,101361,0,VA,95,77.8,0.86,0.61,1.11,95%,92%,100%,92%,100%,100%
2,302,5950,Oak Hill School,144784,0,ACCS, , , , , , , , , , , 
1,302,6004,The King Alfred School,101369,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4210,Copthall School,138685,0,ACC,171,49.5,0.82,0.61,1.02,44%,29%,49%,33%,70%,67%
1,302,5406,Ashmole Academy,136308,0,ACC,223,58.7,0.81,0.65,0.98,88%,65%,76%,68%,90%,88%
1,302,6084,Pardes House Grammar School,101385,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,6098,Dwight School London,101391,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,5401,"Queen Elizabeth's School, Barnet",136290,0,ACC,181,82.2,1.16,0.96,1.35,99%,99%,100%,99%,100%,100%
1,302,6109,Wentworth Tutorial College,131288,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4208,Queen Elizabeth's Girls' School,137131,0,ACC,175,58,0.92,0.73,1.11,56%,39%,64%,45%,79%,79%
1,302,4001,The Archer Academy,139594,0,F, , , , , , , , , , , 
1,302,4003,Friern Barnet School,101345,0,CY,152,39.7,-0.39,-0.6,-0.19,35%,15%,32%,18%,60%,53%
1,302,6905,London Academy,134798,0,AC,194,43.3,0.39,0.2,0.58,34%,16%,39%,18%,57%,54%
2,302,6201,The Holmewood School London,136263,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4000,St Andrew the Apostle Greek Orthodox School,139410,0,F, , , , , , , , , , , 
1,302,6119,Ayesha Community School,131261,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,5408,Bishop Douglass School Finchley,143082,0,ACC,107,51.8,0.72,0.43,1.01,43%,23%,47%,24%,76%,75%
1,302,5400,Hendon School,137645,0,ACC,197,44.5,0.01,-0.17,0.19,41%,20%,48%,22%,65%,59%
1,302,6000,Mill Hill School Foundation,101367,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,302,4012,Whitefield School,137361,0,ACC,143,39.7,0.07,-0.18,0.31,17%,9%,39%,10%,56%,52%
1,303,5401,St Columba's Catholic Boys' School,138650,0,ACC,110,41,-0.23,-0.47,0.01,19%,8%,27%,10%,55%,51%
1,303,4000,Bexley Grammar School,136369,0,ACC,191,70.8,0.36,0.18,0.54,88%,83%,97%,83%,99%,99%
1,303,6905,The Business Academy Bexley,133769,1,AC,145,42.3,-0.1,-0.32,0.12,26%,10%,40%,12%,55%,54%
2,303,7000,Woodside School,101485,0,CYS,28,2.2,-1.35,-1.83,-0.88,0%,0%,0%,0%,0%,0%
1,303,4603,"Trinity Church of England School, Belvedere",136538,0,ACC,175,46.8,0.18,0,0.37,53%,25%,42%,29%,65%,59%
2,303,7004,Oakwood School,131115,0,CYS,9,16.1,-1.9,-2.71,-1.09,0%,0%,11%,0%,11%,11%
2,303,7002,Marlborough School,101487,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,303,4002,Bexleyheath Academy,137138,0,AC,276,37.6,-0.76,-0.91,-0.61,9%,3%,28%,4%,45%,38%
1,303,5404,Hurstmere School,137368,0,ACC,207,44.1,-0.18,-0.35,-0.01,25%,14%,47%,14%,69%,61%
1,303,4001,Townley Grammar School,137769,0,ACC,209,74,0.8,0.62,0.97,88%,81%,98%,83%,100%,100%
1,303,4022,Erith School,136330,0,ACC,311,36.2,-0.69,-0.82,-0.55,5%,4%,23%,5%,44%,39%
1,303,4003,Harris Garrard Academy,145140,0,AC, , , , , , , , , , , 
1,303,4009,Chislehurst and Sidcup Grammar School,137423,0,ACC,191,67.8,0.3,0.12,0.48,81%,74%,93%,75%,99%,99%
1,303,5402,St Catherine's Catholic School,137681,0,ACC,208,52.9,0.55,0.38,0.72,70%,46%,61%,50%,80%,79%
2,303,6000,Park View Academy,138386,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,303,6001,Break Through,140039,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,303,4021,Welling School,136720,0,ACC,252,35.8,-0.62,-0.77,-0.46,27%,6%,13%,7%,38%,32%
1,303,4008,Blackfen School for Girls,137965,0,ACC,189,45.7,-0.04,-0.23,0.14,31%,13%,38%,15%,72%,68%
4,303, , , , , ,3145,48.8,-0.04,-0.09,0,41.10%,28.40%,49.70%,29.90%,67.10%,63.70%
1,303,6907,Haberdashers' Aske's Crayford Academy,135951,0,AC,167,44.2,-0.14,-0.32,0.05,22%,10%,41%,11%,63%,57%
1,303,4030,Cleeve Park School,138686,0,ACC,142,44,0.1,-0.11,0.31,10%,4%,42%,5%,61%,58%
1,303,6906,Harris Academy Falconwood,135677,0,AC,170,52.4,0.42,0.23,0.61,48%,25%,51%,28%,71%,70%
1,303,5403,Beths Grammar School,136334,0,ACC,155,68.2,0.64,0.44,0.84,91%,72%,92%,73%,98%,98%
2,304,7000,Woodfield School,140796,0,ACCS,20,0.3,-1.41,-2.06,-0.76,0%,0%,0%,0%,0%,0%
1,304,4006,Wembley High Technology College,138457,0,ACC,209,64.2,1.66,1.49,1.83,89%,72%,76%,77%,90%,89%
1,304,6001,Lycee International De Londres,142329,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,304,6905,Capital City Academy,134226,0,AC,192,41,0.13,-0.06,0.32,30%,14%,35%,14%,51%,44%
1,304,6074,The Swaminarayan School,101578,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,304,5406,St Gregory's Catholic Science College,142560,0,ACC,166,55,0.73,0.53,0.93,87%,48%,58%,52%,75%,75%
1,304,6076,Brondesbury College London,131059,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,304,5405,Alperton Community School,138610,0,ACC,213,42.7,0.53,0.35,0.71,48%,17%,38%,19%,56%,54%
1,304,5402,Kingsbury High School,137685,0,ACC,313,49.3,0.38,0.24,0.53,69%,35%,47%,40%,67%,65%
1,304,6907,The Crest Academy,135973,0,AC,192,42,0.68,0.47,0.89,38%,20%,40%,21%,63%,57%
1,304,5404,Convent of Jesus and Mary Language College,137994,0,ACC,184,48.4,0.29,0.09,0.48,52%,22%,38%,29%,55%,55%
1,304,5410,Preston Manor School,139319,0,ACC,239,47.6,0.17,0,0.34,58%,38%,46%,43%,67%,64%
1,304,6069,Islamia School for Girls',101575,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,304, , , , , ,2897,48.7,0.51,0.46,0.56,55.60%,32.90%,49.50%,35.90%,66.70%,64.00%
1,304,5407,Newman Catholic College,101564,0,VA,93,36.6,0,-0.33,0.33,37%,16%,27%,18%,44%,40%
1,304,4000,Michaela Community School,140862,0,F, , , , , , , , , , , 
2,304,6121,Southover Partnership School,135373,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,304,5403,Queens Park Community School,138609,0,ACC,202,49.3,0.38,0.2,0.57,24%,17%,55%,18%,70%,69%
2,304,7009,The Village School,101583,0,CYS,17,0.8,-1.46,-2.07,-0.86,0%,0%,0%,0%,0%,0%
1,304,5400,Claremont High School,136656,0,ACC,249,53,0.59,0.43,0.75,76%,43%,62%,44%,76%,73%
1,304,6906,Ark Academy,135600,0,AC,162,49.2,0.34,0.14,0.54,53%,34%,55%,37%,73%,69%
1,304,4033,JFS,133724,0,VA,286,63.3,0.83,0.67,0.99,65%,56%,76%,58%,91%,91%
1,304,4001,Ark Elvin Academy,141019,0,AC,162,31.9,-0.24,-0.51,0.03,35%,8%,21%,9%,37%,30%
1,304,6072,Al-Sadiq and Al-Zahra Schools,101576,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,5400,Bullers Wood School,136709,0,ACC,216,53.5,0.34,0.17,0.51,75%,44%,55%,53%,85%,82%
1,305,6000,Babington House School,101680,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,5406,Kemnal Technology College,136281,0,ACC,101,37.9,-0.82,-1.07,-0.57,10%,5%,35%,5%,56%,52%
1,305,4000,Harris Academy Beckenham,137121,0,AC,162,44.6,0.27,0.07,0.47,37%,20%,37%,23%,65%,64%
1,305,5412,Langley Park School for Girls,137006,0,ACC,231,56.3,0.55,0.38,0.71,79%,48%,58%,55%,79%,78%
1,305,5418,Darrick Wood School,136355,0,ACC,258,52.5,0.19,0.03,0.34,87%,32%,46%,40%,82%,80%
2,305,6082,Baston House School,136265,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,4002,Harris Girls Academy Bromley,137379,0,ACC,107,54.9,1.06,0.82,1.3,69%,42%,53%,51%,80%,79%
2,305,6080,The Tutorial Foundation,135670,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,5409,Charles Darwin School,136545,0,ACC,167,46.6,0.03,-0.16,0.22,49%,20%,37%,23%,68%,64%
2,305,5950,Glebe School,101700,0,FDS,27,6.7,-1.1,-1.58,-0.61,0%,0%,0%,0%,0%,0%
2,305,7001,Bromley Beacon Academy,141989,0,ACS,8,3.3,-2.42,-3.33,-1.5,0%,0%,0%,0%,0%,0%
1,305,5402,Langley Park School for Boys,136586,0,ACC,211,53.8,0.27,0.1,0.44,51%,34%,61%,35%,82%,80%
1,305,5403,Ravens Wood School,136517,0,ACC,219,46.9,-0.25,-0.41,-0.08,48%,30%,42%,34%,69%,66%
2,305,6081,TLC The Learning Centre,136228,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,305, , , , , ,3259,49.6,0.13,0.09,0.18,54.50%,31.50%,47.30%,35.50%,70.50%,68.30%
1,305,6009,Kings London,138384,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,5408,Chislehurst School for Girls,136467,0,ACC,183,48.1,0.22,0.03,0.4,57%,30%,46%,34%,67%,64%
1,305,6077,Darul Uloom London,101695,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,305,6013,Kent House Hospital School,141697,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,5410,St Olave's and St Saviour's Grammar School,101676,0,VA,114,81.4,0.95,0.7,1.21,95%,95%,100%,95%,100%,100%
1,305,5413,The Ravensbourne School,136540,0,ACC,200,46.1,-0.01,-0.19,0.16,20%,15%,35%,15%,61%,59%
1,305,4604,Bishop Justus CofE School,136466,0,ACC,176,47.3,0.17,-0.01,0.36,55%,20%,39%,27%,69%,67%
2,305,7005,Marjorie McClure School,101697,0,FDS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,305,5401,Coopers School,136464,0,ACC,197,45.1,0.03,-0.15,0.2,27%,11%,38%,13%,60%,59%
1,305,4003,Harris Academy Orpington,143427,0,AC,165,49.2,0.73,0.54,0.93,67%,18%,35%,21%,63%,60%
1,305,5405,Newstead Wood School,136551,0,ACC,137,78.6,0.79,0.56,1.03,78%,78%,99%,78%,99%,99%
1,305,6007,Farringtons School,101685,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,305,7012,Riverside School,135232,0,CYS,17,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,305,6003,Bishop Challoner School,101683,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,6074,Eltham College,101693,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,6079,Wickham Court School,134175,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,305,6078,Browns School,131395,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,5407,Hayes School,136644,0,ACC,237,52.3,0.24,0.08,0.4,65%,43%,53%,49%,77%,76%
1,305,6073,Bromley High School,101692,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,8000,London South East Colleges,130430,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,4004,Eden Park High School,144465,0,F, , , , , , , , , , , 
1,306,5400,Riddlesdown Collegiate,138178,0,ACC,322,52.1,0.35,0.21,0.49,47%,27%,57%,28%,76%,74%
1,306,8601,John Ruskin College,130434,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
